,Unnamed: 0,sentence,tag,label
1572,86,",The government passed a law to increase funding for research into alternative energy sources, in an effort to reduce dependence on fossil fuels.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
418,418,"The government has implemented a series of measures to prevent the exploitation of workers, including increased minimum wages and improved working conditions.",0 0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0,prevent
2185,87,"But the Memphis, Tenn., facility wasn't to begin turning out product until 1993, so the decision may reveal a more pessimistic long-term outlook as well.    ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0
2191,93,"He adds : "" The last six months have seen a huge increase of censorship on domestic sites and a noticeable attitude by the Chinese government saying they do n't really care what foreigners think.""",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0
654,101,The government passed a law to protect the rights of the LGBTQ+ community and ensure equal rights and protections.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
2039,460,"""The people who suffer in the short run are defendants, but the people who suffer in the long run are all of the people, because there wo n't be a vigorous private bar to defend the Bill of Rights,"" says Gerald Lefcourt, a criminal defense attorney who says he has turned down a number of cases to avoid possible fee seizures.    ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 effect 0 0,prevent
1570,84,",The government passed a law to increase funding for renewable energy projects, in an effort to reduce carbon emissions.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
93,93,The United Nations has imposed an arms embargo on Libya in an effort to prevent further violence in the region.,0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 effect 0 0 0 0,prevent
1667,88,Other market-maker gripes: Program trading also causes the Nasdaq Composite Index to lose ground against other segments of the stock market.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0
587,34,The government passed a new law to protect the rights of LGBTQ+ individuals in an effort to promote acceptance.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
1790,211,"Some analysts have said Courtaulds' moves could boost the company's value by 5% to 10%, because the two entities separately will carry a higher price earnings multiple than they did combined. ",0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0,cause
1097,66,The government has also announced plans to invest in economic development programs to create jobs and stimulate economic growth.,0 0 0 0 0 0 0 condition 0 0 0 0 0 effect effect effect effect effect effect 0,enable
140,140,The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from destabilizing the region.,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
1275,244,"The United States has signed a new trade agreement with China, which will reduce tariffs and open up new markets for American businesses.",0 0 0 0 0 0 0 condition 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0,enable
2000,421,"But that option is growing less and less likely as thousands of American, British, Egyptian, Syrian and Moroccan forces assemble in and around Saudi Arabia to protect the kingdom. ",0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0,cause
1714,135,"Japan registered its biggest year-on-year increase in exports in almost 30 years in January, prompting manufacturers to hire more people who, in turn, spent more.",0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
1622,43,"President Joe Biden has pledged to work with opposition Republicans on key issues, and as Democrats control the Senate by a single vote, Schumer would need backing from several Republicans to forestall a potential filibuster that could block passage of the legislation.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 effect 0,prevent
1516,30,",The government has implemented a series of reforms to increase transparency and reduce corruption.",0 0 0 0 intention 0 0 0 0 0 0 0 0 effect 0 0,intend
1523,37,",The government has implemented a series of reforms to promote human rights and reduce human rights abuses.",0 0 0 0 0 0 0 0 0 0 intention effect 0 0 0 0 0 0 0,intend
77,77,The United Nations has passed a resolution to prevent the trafficking of illegal drugs.,0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0 0,prevent
558,5,"The government passed a law to increase funding for public safety initiatives, in an effort to reduce crime and improve public safety.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
1169,138,The United Nations has adopted a new resolution that calls for all member states to take steps to protect the rights of refugees and migrants.,0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,enable
1531,45," ,The government has implemented a series of tax reforms to reduce the burden on low-income households.",0 0 0 0 0 intention 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,intend
1445,414,The United Nations Security Council has passed a resolution condemning North Korea's nuclear weapons program.,0 0 0 0 0 0 0 0 condition effect 0 0 0 0 0 0 0,enable
605,52,The government passed a law to protect the rights of victims of domestic violence and promote their safety.,0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0,intend
1324,293,The United Kingdom has implemented a new program to provide free legal aid to low-income individuals.,0 0 0 0 0 0 0 condition 0 0 0 0 effect 0 0 0 0 0 0,enable
378,378,The United Nations has imposed an arms embargo on Sudan in an effort to prevent further violence and human rights abuses.,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,prevent
1290,259,The United Kingdom has signed a trade agreement with the European Union to facilitate the free movement of goods and services.,0 0 0 0 0 0 0 condition 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,enable
1506,20," ,The government passed a law to increase the number of job training programs, in an effort to increase employment opportunities.",0 0 0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,intend
2150,52,"U.S. andKuwaiti officials say there are reports that large numbers ofcivilians from Kuwait City are being rounded up and held byIraqi troops, apparently either for use as human shields orfor use later in bargaining once the war is over.   ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0
829,276,The government introduced a new program to provide free education to all children.,0 0 intention 0 0 0 0 effect 0 0 0 0 0 0,intend
40,40,The government has implemented a series of laws to protect the public from the abuse of power.,0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 effect effect effect 0,prevent
832,279,"The government has introduced a new program to provide financial assistance to small businesses, in an effort to reduce economic inequality.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
1979,400,The company earlier this year adopted a shareholder-rights plan to ward off unwanted suitors.,0 0 0 0 0 intention 0 0 0 0 0 0 effect 0 0 0 0,intend
73,73,The United Nations has passed a resolution to prevent the financing of terrorism.,0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0,prevent
2163,65,"While bond investors would  have preferred growth to be a little slower, they were cheered by inflation measures in the data that showed prices rising at a modest annual rate of 2.9%. ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0
1938,359,"But they failed to sell these stocks to client investors, who were cautious about the sharp gains these issues made this week, the Wako official said.    ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0
1158,127,The supplement to the Dow Jones tender offer circular provides additional information to shareholders.,0 condition 0 0 0 0 0 0 0 effect 0 0 0 0 0,enable
757,204,"The government is introducing a new law to protect the rights of the elderly, in an effort to ensure their access to quality care and services.",0 0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,intend
166,166,The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from developing weapons of mass destruction.,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,prevent
62,62,The United Nations has imposed an arms embargo on Yemen in an effort to prevent the country from destabilizing the region.,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
857,304,"The government has passed a law to protect the rights of consumers, in an effort to ensure safe and fair access to goods and services.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,intend
1699,120,The latest period had profit from continuing operations of $4 million.,0 0 0 0 effect 0 0 cause 0 0 0 0 0,cause
1254,223,"The United Nations Security Council has also adopted a resolution calling for the establishment of a monitoring mission to ensure compliance with the ceasefire, and to facilitate the delivery of humanitarian aid to affected areas, as well as to promote a lasting peace between the two sides.",0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
1231,200,The Canadian government has announced a new program to help low-income families access affordable childcare.,0 0 0 0 0 0 0 condition 0 0 0 0 effect 0 0 0 0 0,enable
353,353,The United Nations has imposed economic sanctions on certain countries in an effort to prevent the funding of terrorist activities.,0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,prevent
420,420,"The government has implemented a series of measures to prevent the spread of disease, including increased access to healthcare and improved sanitation.",0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,prevent
177,177,The United Nations has imposed an arms embargo on South Sudan in an effort to prevent the country from destabilizing the region.,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
1614,35,"Earlier this year, DPC Acquisition made a $15-a-share offer for Dataproducts, which the Dataproducts board said it rejected because the $283.7 million offer was not fully financed. ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 cause 0,cause
2175,77,"Most of them escaped but police captured one and he was later identified as a suspected ETA member, said the spokeswoman, who by custom is not identified.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0
845,292,The government passed a law to increase funding for public education and improve educational outcomes.,0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0,intend
33,33,The government has implemented a series of laws to protect citizens from discrimination.,0 0 0 0 0 0 0 prevention 0 0 0 0 effect 0,prevent
90,90,"These laws are designed to protect vulnerable groups from discrimination and to ensure that everyone is treated equally., ,The government has implemented a series of policies to prevent the exploitation of workers.",0 prevention 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,prevent
1291,260,The government has also announced plans to invest in renewable energy sources to reduce dependence on fossil fuels and reduce emissions.,0 0 0 0 0 0 0 condition 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,enable
1734,155,"After meeting with Prime Minister Benjamin Netanyahu, Blinken reiterated support for Israel's right to defend itself against rocket attacks by Gaza's Hamas rulers, adding that they must benefit from reconstruction aid.",0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0,enable
1075,44,The government has also announced plans to invest in cultural and heritage projects to preserve the country's history and promote its cultural identity.,0 0 0 0 0 0 0 condition 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,enable
514,514,The United Nations has imposed a travel ban on North Korea in an effort to prevent the country from acquiring weapons of mass destruction.,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 0 effect effect effect effect 0,prevent
1114,83,The Canadian government has created a new fund to help Indigenous communities access clean drinking water.,0 0 0 0 condition 0 0 0 0 0 0 0 effect 0 0 0 0,enable
1110,79,The Canadian government has committed to increasing the minimum wage to ensure that all Canadians can earn a living wage.,0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,enable
367,367,The United Nations has imposed an arms embargo on the Democratic Republic of Congo in an effort to prevent the spread of conflict.,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 0 effect effect effect 0,prevent
877,324,"The government has passed a new law to increase the availability of affordable housing, in an effort to reduce homelessness and poverty.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
2097,30,National electricity company spokesman Mostafa Rajabi Mashhadi said on Saturday that licensed cryptocurrency-mining farms had already voluntarily shut down operations to ease the burden.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 effect 0,enable
737,184,"The government has passed a new law to increase the availability of affordable childcare, in an effort to reduce the burden of childcare costs on working families.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,intend
1989,410,"Iraq clearly is trying to woo back more Arab support in case the conflict drags on, hoping that its neighbors eventually will help it survive a prolonged war of economic attrition with the West. ",0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0,intend
1256,225,The United States has signed a new trade agreement with Mexico and Canada to replace the North American Free Trade Agreement.,0 0 0 0 0 0 0 0 condition 0 0 0 0 0 effect 0 0 0 0 0 0 0,enable
2174,76,"Of course, it is still far too early to assume that themilitary situation on the ground will stay as smooth forallied forces as it appears to have been so far. ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0
713,160,"The government has implemented a new policy to provide incentives for businesses to invest in renewable energy sources, in an effort to reduce greenhouse gas emissions.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
1615,36,"StatesWest Airlines, Phoenix, Ariz., said it withdrew its offer to acquire Mesa Airlines because the Farmington, N.M., carrier did n't respond to its offer by the close of business yesterday, a deadline StatesWest had set for a response.    ",0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
1588,9,"Temenos software is proven to enable its top-performing clients to achieve cost-income ratios of 26.8% half the industry average and returns on equity of 29%, three times the industry average.",0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
1246,215,The European Union has passed a new set of regulations to ensure that all member states comply with international trade standards.,0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 effect 0 0 0 0 0,enable
